date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2002-04-01,0.00,-20.09,4205.76,8845.11,0.00,2.58,230.98,402.53,74.87,0.00,0.00,0.00,222.54,0.00,0.00,0.00,0.00,0.00,5340229.55,8167766.81,0.00,2704.23,132995.76,200287.15,51287.02,0.00,0.00,995.06,51.31,0.00,326591.85,118815506.66,525171128.57,0.00,79255.21,7457277.73,14330391.50,6320594.85,0.00,0.00,0.00,15740201.22,0.00,0.00,0.00
2002-05-01,0.00,-14.96,4262.74,9542.76,0.00,6.33,316.20,528.88,118.35,0.00,0.00,0.00,404.32,0.00,0.00,0.00,0.00,0.00,5389865.99,8796368.04,0.00,6706.17,180237.02,255634.59,84173.97,0.00,0.00,970.22,75.41,0.00,356772.96,239267003.11,705615776.72,0.00,1372331.00,31393454.01,34725612.64,23401181.27,0.00,0.00,0.00,85729044.96,0.00,0.00,0.00
2002-06-01,0.00,-23.89,4593.31,9399.42,0.00,0.58,277.95,489.76,150.96,0.00,0.00,0.00,444.96,0.00,0.00,0.00,0.00,0.00,5870385.47,8661430.78,0.00,615.64,157429.77,235745.36,100250.28,0.00,0.00,979.97,56.60,0.00,429139.95,170535367.04,554487627.89,0.00,249099.34,16615443.21,22083742.49,14943723.82,0.00,0.00,0.00,58747759.60,0.00,0.00,0.00
2002-07-01,0.00,-38.78,4811.27,9928.62,0.00,0.63,398.30,466.11,145.51,0.00,0.00,0.00,561.41,0.00,0.00,0.00,0.00,0.00,6188952.81,9174321.19,0.00,695.88,224651.74,230755.91,92547.01,0.00,0.00,977.81,51.42,0.00,855823.29,194580987.42,510939939.94,0.00,481423.60,23809326.82,20187092.38,14337975.68,0.00,0.00,0.00,46312752.85,0.00,0.00,0.00
2002-08-01,0.00,-34.43,4893.95,9500.00,0.00,0.38,308.51,497.10,73.16,0.00,0.00,0.00,426.80,0.00,0.00,0.00,0.00,0.00,6287766.58,8762493.61,0.00,406.72,174787.07,242198.27,40762.17,0.00,0.00,989.97,30.57,0.00,579884.39,131142915.66,297521261.71,0.00,12984.49,10034229.61,14688457.90,2436235.37,0.00,0.00,0.00,15180869.95,0.00,0.00,0.00
2002-09-01,0.00,-50.43,4518.12,8589.77,0.00,0.82,286.78,427.66,77.59,0.00,0.00,0.00,504.01,0.00,0.00,0.00,0.00,0.00,5745036.10,7925718.04,0.00,864.37,162684.87,208115.42,41833.67,0.00,0.00,981.19,31.81,0.00,883535.94,125381239.18,281584274.46,0.00,25533.47,9137199.86,13032784.63,2322334.05,0.00,0.00,0.00,18503461.79,0.00,0.00,0.00
2002-10-01,0.00,-37.28,4503.79,8871.83,0.00,0.47,255.22,512.39,65.79,0.00,0.00,0.00,536.44,0.00,0.00,0.00,0.00,0.00,5751136.21,8171263.09,0.00,461.14,145690.16,243772.74,35855.10,0.00,0.00,975.49,31.04,0.00,646539.48,119267947.83,289379446.88,0.00,10402.60,8434985.32,15041036.47,2486347.54,0.00,0.00,0.00,17940751.62,0.00,0.00,0.00
2002-11-01,0.00,-34.45,4597.87,8830.63,0.00,3.25,219.31,496.83,71.01,0.00,0.00,0.00,375.67,0.00,0.00,0.00,0.00,0.00,5864130.16,8132151.93,0.00,3383.94,125891.23,237673.93,39003.78,0.00,0.00,989.16,37.15,0.00,590644.38,126399616.55,350780864.75,0.00,90335.95,7708293.45,17576194.03,2345646.70,0.00,0.00,0.00,22367357.80,0.00,0.00,0.00
2002-12-01,0.00,-59.80,4626.01,9051.57,0.00,5.82,258.18,481.68,82.45,0.00,0.00,0.00,426.62,0.00,0.00,0.00,0.00,0.00,5943146.71,8333044.75,0.00,6048.82,147620.13,232021.02,47484.30,0.00,0.00,989.03,37.89,0.00,1061707.94,146436258.46,345635809.32,0.00,368986.72,13368224.91,19538724.02,4676144.40,0.00,0.00,0.00,20395348.07,0.00,0.00,0.00
2003-01-01,0.00,-52.37,4752.20,9170.67,0.00,0.63,217.52,497.99,92.69,0.00,0.00,0.00,670.54,0.00,0.00,0.00,0.00,0.00,6078692.00,8435442.21,0.00,604.17,124963.05,238522.89,53762.26,0.00,0.00,972.78,41.50,0.00,814548.46,125948104.49,403826696.82,0.00,103803.59,10330569.85,19957906.76,5118310.89,0.00,0.00,0.00,44454114.69,0.00,0.00,0.00
2003-02-01,0.00,-28.39,4347.94,8576.42,0.00,0.89,137.18,457.17,58.96,0.00,0.00,0.00,602.64,0.00,0.00,0.00,0.00,0.00,5564438.66,7866762.07,0.00,893.30,78989.69,219520.34,31328.09,0.00,0.00,972.38,24.58,0.00,522450.15,81555184.61,214595064.69,0.00,15984.50,3404520.58,11250895.85,1342392.34,0.00,0.00,0.00,15123745.04,0.00,0.00,0.00
2003-03-01,0.00,-39.03,4467.26,9326.68,0.00,5.76,101.20,406.02,69.00,0.00,0.00,0.00,582.41,0.00,0.00,0.00,0.00,0.00,5740936.74,8491768.19,0.00,6008.30,58173.64,200851.19,36652.61,0.00,0.00,974.20,20.71,0.00,445717.06,103804623.09,166806151.80,0.00,110027.89,4210284.33,10387684.41,3119600.09,0.00,0.00,0.00,15464709.81,0.00,0.00,0.00
2003-04-01,0.00,-30.52,4640.67,8684.96,0.00,4.91,138.51,254.41,46.96,0.00,0.00,0.00,423.13,0.00,0.00,0.00,0.00,0.00,5926445.79,7977079.95,0.00,5121.84,79754.87,139801.61,24991.92,0.00,0.00,999.31,17.30,0.00,364208.54,77982527.08,145276140.15,0.00,93318.40,3344553.87,4872604.74,1050288.94,0.00,0.00,0.00,7865280.91,0.00,0.00,0.00
2003-05-01,0.00,-39.84,4560.07,9560.76,0.00,0.11,205.65,453.06,45.47,0.00,0.00,0.00,519.46,0.00,0.00,0.00,0.00,0.00,5833293.57,8750061.55,0.00,79.54,118048.51,222584.47,26843.01,0.00,0.00,976.88,21.17,0.00,519385.03,99737258.18,185821953.69,0.00,13544.64,7493837.26,12172663.05,2077213.46,0.00,0.00,0.00,13878563.68,0.00,0.00,0.00
2003-06-01,0.00,-48.50,4577.09,9516.35,0.00,0.37,247.89,458.09,55.59,0.00,0.00,0.00,538.81,0.00,0.00,0.00,0.00,0.00,5860860.90,8729095.22,0.00,368.65,140807.06,217355.98,35801.03,0.00,0.00,976.45,49.97,0.00,739185.02,180636017.73,443777030.32,0.00,97551.84,16191959.46,18273119.81,16108719.47,0.00,0.00,0.00,66366446.63,0.00,0.00,0.00
2003-07-01,0.00,-51.06,4764.23,10286.92,0.00,0.27,212.52,423.29,73.65,0.00,0.00,0.00,681.07,0.00,0.00,0.00,0.00,0.00,6084534.60,9427694.79,0.00,261.26,121050.53,199260.18,42659.56,0.00,0.00,968.55,40.58,0.00,739097.34,123207224.68,435136856.66,0.00,175491.68,9292179.88,14273652.13,6474828.80,0.00,0.00,0.00,45017719.74,0.00,0.00,0.00
2003-08-01,0.00,-67.10,4694.30,9902.85,0.00,0.18,213.42,427.78,60.78,0.00,0.00,0.00,754.45,0.00,0.00,0.00,0.00,0.00,6014565.42,9074970.80,0.00,172.43,121957.68,199941.26,32622.22,0.00,0.00,966.07,19.63,0.00,1003280.54,95749024.79,182428361.70,0.00,3779.75,5476607.84,9393642.95,1450610.85,0.00,0.00,0.00,16602373.46,0.00,0.00,0.00
2003-09-01,0.00,-48.24,4293.04,9338.36,0.00,0.12,179.50,347.60,65.46,0.00,0.00,0.00,661.39,0.00,0.00,0.00,0.00,0.00,5486506.23,8550160.51,0.00,90.27,102968.08,167118.28,34330.89,0.00,0.00,966.57,19.96,0.00,651009.47,90524370.95,170804153.11,0.00,2216.48,4684040.78,7872798.30,1592644.77,0.00,0.00,0.00,14548733.30,0.00,0.00,0.00
2003-10-01,0.00,-31.84,4330.96,9543.09,0.00,1.23,197.55,335.26,70.63,0.00,0.00,0.00,636.10,0.00,0.00,0.00,0.00,0.00,5565752.04,8750031.22,0.00,1262.63,113748.63,166255.79,41442.78,0.00,0.00,970.53,19.10,0.00,374347.36,89292626.58,165514808.63,0.00,22426.38,5376814.01,7552207.37,1930926.62,0.00,0.00,0.00,12860679.93,0.00,0.00,0.00
2003-11-01,0.00,-53.50,4012.51,9405.07,0.00,2.01,207.79,382.83,47.82,0.00,0.00,0.00,530.53,0.00,0.00,0.00,0.00,0.00,5152617.11,8621834.48,0.00,2071.99,118441.69,191024.52,28429.99,0.00,0.00,971.06,22.79,0.00,1565540.98,91212136.62,198114189.84,0.00,28380.76,8868783.33,13146559.62,2561911.61,0.00,0.00,0.00,12475484.66,0.00,0.00,0.00
2003-12-01,0.00,-89.20,4419.94,9706.67,0.00,3.94,286.82,437.90,70.88,0.00,0.00,0.00,468.93,0.00,0.00,0.00,0.00,0.00,5645117.11,8887722.47,0.00,4157.38,162278.61,213207.50,45362.38,0.00,0.00,977.26,23.58,0.00,1433826.73,101547441.34,214323083.30,0.00,83629.39,10472086.31,13038238.60,3155932.99,0.00,0.00,0.00,13599242.60,0.00,0.00,0.00
2004-01-01,0.00,-138.84,4772.13,9984.54,0.00,4.76,276.29,279.30,44.17,0.00,0.00,0.00,282.18,0.00,0.00,0.00,0.00,0.00,6073719.72,9143809.23,0.00,4962.75,157060.36,149217.06,25180.90,0.00,0.00,1003.19,45.73,0.00,2510629.31,107162712.31,479580453.14,0.00,129834.45,8433316.75,12335078.42,1314451.36,0.00,0.00,0.00,18811129.54,0.00,0.00,0.00
2004-02-01,0.00,-141.50,4648.55,9676.89,0.00,9.66,338.03,343.10,83.51,0.00,0.00,0.00,431.19,0.00,0.00,0.00,0.00,0.00,5951142.76,8873467.66,0.00,10232.21,192133.09,174685.28,55978.35,0.00,0.00,991.44,52.65,0.00,2656862.42,194108562.32,460782732.89,0.00,2887782.65,37951409.76,24485492.51,15031520.76,0.00,0.00,0.00,47219187.56,0.00,0.00,0.00
2004-03-01,0.00,-120.38,4987.85,9791.18,0.00,2.17,264.72,289.46,47.05,0.00,0.00,0.00,330.55,0.00,0.00,0.00,0.00,0.00,6364568.14,8978535.10,0.00,2268.04,151157.57,156625.73,26942.12,0.00,0.00,1005.61,24.86,0.00,2130416.76,119853853.59,231619040.30,0.00,59593.44,10392494.87,8758355.66,1776752.37,0.00,0.00,0.00,9083990.06,0.00,0.00,0.00
2004-04-01,0.00,-145.49,4413.24,9153.51,0.00,1.04,402.90,294.95,58.33,0.00,0.00,0.00,322.43,0.00,0.00,0.00,0.00,0.00,5620977.59,8415440.29,0.00,1077.61,228036.18,149309.58,36827.75,0.00,0.00,996.60,30.35,0.00,2993478.24,124497370.78,273974979.28,0.00,37483.85,13937016.34,9373208.06,2112444.87,0.00,0.00,0.00,11322342.39,0.00,0.00,0.00
2004-05-01,0.00,-136.91,4728.61,9785.24,0.00,1.11,533.80,365.99,114.06,0.00,0.00,0.00,340.79,0.00,0.00,0.00,0.00,0.00,6034551.82,8991947.22,0.00,1158.19,301762.84,181366.57,70226.77,0.00,0.00,990.36,33.15,0.00,2978093.22,147995197.74,315925847.34,0.00,98012.12,21109103.02,13796571.50,4860113.60,0.00,0.00,0.00,14315213.91,0.00,0.00,0.00
2004-06-01,0.00,-93.87,4802.52,10020.62,0.00,0.48,438.58,374.84,120.19,0.00,0.00,0.00,316.70,0.00,0.00,0.00,0.00,0.00,6162875.20,9210988.27,0.00,491.37,248785.47,190047.48,73222.38,0.00,0.00,994.14,31.99,0.00,1809115.31,146123524.69,302267738.33,0.00,66128.93,19859019.97,13914105.21,5372062.81,0.00,0.00,0.00,13930326.52,0.00,0.00,0.00
2004-07-01,0.00,-96.42,4986.01,10710.93,0.00,1.76,368.73,339.65,101.31,0.00,0.00,0.00,352.98,0.00,0.00,0.00,0.00,0.00,6372545.62,9813032.42,0.00,1826.18,209282.20,177364.44,57917.99,0.00,0.00,992.07,39.81,0.00,1765219.00,168360865.15,400428986.23,0.00,283340.17,20369753.01,15762889.90,8133768.28,0.00,0.00,0.00,30756227.66,0.00,0.00,0.00
2004-08-01,0.00,-93.18,5075.70,10205.61,0.00,1.82,281.18,324.66,84.39,0.00,0.00,0.00,393.40,0.00,0.00,0.00,0.00,0.00,6495898.43,9344277.08,0.00,1885.90,160248.69,169899.36,46626.73,0.00,0.00,996.64,28.38,0.00,1734672.74,127661314.36,290928602.42,0.00,62011.34,12252973.99,12426120.55,3341123.83,0.00,0.00,0.00,11939870.19,0.00,0.00,0.00
2004-09-01,0.00,-96.17,4538.50,9128.16,0.00,1.79,363.46,378.44,99.53,0.00,0.00,0.00,623.56,0.00,0.00,0.00,0.00,0.00,5788846.38,8348216.10,0.00,1856.28,205567.82,189212.70,57436.79,0.00,0.00,970.33,65.05,0.00,2065678.99,121665238.99,632952398.82,0.00,105685.90,12111319.00,24605960.34,3717366.05,0.00,0.00,0.00,49494144.93,0.00,0.00,0.00
2004-10-01,0.00,-121.33,4419.70,9282.58,0.00,5.80,440.46,288.22,188.89,0.00,0.00,0.00,631.47,0.00,0.00,0.00,0.00,0.00,5662425.65,8510561.77,0.00,6067.41,250116.60,150494.74,122496.80,0.00,0.00,971.35,59.95,0.00,3041287.15,188286197.88,561467491.96,0.00,852951.51,23451287.03,19384830.74,16037624.30,0.00,0.00,0.00,74623299.84,0.00,0.00,0.00
2004-11-01,0.00,-129.12,4401.68,9488.78,0.00,6.58,484.26,267.17,137.78,0.00,0.00,0.00,448.28,0.00,0.00,0.00,0.00,0.00,5640931.78,8680001.80,0.00,6872.62,273085.57,147565.46,91143.40,0.00,0.00,982.40,69.51,0.00,3152305.38,166871391.78,671026366.43,0.00,1576809.63,37774175.85,21479928.55,16072782.24,0.00,0.00,0.00,78222474.91,0.00,0.00,0.00
2004-12-01,0.00,-166.20,4589.67,9816.30,0.00,7.16,389.96,378.80,87.22,0.00,0.00,0.00,313.91,0.00,0.00,0.00,0.00,0.00,5849770.43,9005164.53,0.00,7628.13,219530.50,196883.98,53329.43,0.00,0.00,994.52,31.82,0.00,3436231.72,129652246.21,307033942.67,0.00,362244.47,15696223.98,14238689.43,4002780.27,0.00,0.00,0.00,11145669.77,0.00,0.00,0.00
2005-01-01,0.00,-112.65,4789.38,9860.19,0.00,4.09,266.06,478.84,20.48,0.00,0.00,0.00,539.06,0.00,0.00,0.00,0.00,0.00,6119411.21,9041557.13,0.00,4468.86,151810.70,235735.17,13528.04,0.00,0.00,982.40,34.84,0.00,2222528.81,119320535.01,337120798.93,0.00,172427.84,9804068.32,15276201.60,1152246.29,0.00,0.00,0.00,36174761.89,0.00,0.00,0.00
2005-02-01,0.00,-82.46,4283.55,9312.69,0.00,7.38,219.28,467.64,33.28,0.00,0.00,0.00,541.85,0.00,0.00,0.00,0.00,0.00,5498030.90,8523782.17,0.00,7824.84,125102.42,230440.77,18728.72,0.00,0.00,974.34,24.50,0.00,1311520.91,106362365.94,200509342.71,0.00,180445.09,7324309.15,11585803.83,1125091.16,0.00,0.00,0.00,14493174.98,0.00,0.00,0.00
2005-03-01,0.00,-81.04,4682.28,9896.84,0.00,0.95,192.32,521.27,50.56,0.00,0.00,0.00,457.36,0.00,0.00,0.00,0.00,0.00,5993858.78,9054208.55,0.00,1008.01,110629.70,261064.28,26632.04,0.00,0.00,982.63,22.42,0.00,1283170.48,101787656.96,196238011.56,0.00,23453.09,7648927.11,12708331.11,1743427.65,0.00,0.00,0.00,10404187.68,0.00,0.00,0.00
2005-04-01,0.00,-50.35,4040.73,9356.68,0.00,0.72,372.90,646.59,71.84,0.00,0.00,0.00,572.04,0.00,0.00,0.00,0.00,0.00,5187738.82,8608705.93,0.00,756.13,210095.67,315562.54,39766.62,0.00,0.00,956.80,27.03,0.00,860695.84,115714784.08,245958737.64,0.00,21560.36,13214841.74,18607670.41,2535289.02,0.00,0.00,0.00,19253133.77,0.00,0.00,0.00
2005-05-01,0.00,-95.84,4741.35,9776.98,0.00,1.34,333.60,557.76,51.49,0.00,0.00,0.00,986.44,0.00,0.00,0.00,0.00,0.00,6031824.07,8976199.45,0.00,1445.39,198289.76,281222.05,29857.91,0.00,0.00,948.98,34.69,0.00,1839857.48,128091289.91,251330752.71,0.00,37545.99,33886694.04,17024626.67,2400613.72,0.00,0.00,0.00,143153736.56,0.00,0.00,0.00
2005-06-01,0.00,-86.05,4815.35,10068.42,0.00,1.42,352.56,585.72,28.38,0.00,0.00,0.00,1274.83,0.00,0.00,0.00,0.00,0.00,6138472.27,9228375.48,0.00,1575.64,220925.75,291793.73,15706.25,0.00,0.00,932.88,28.57,0.00,1589287.14,119523819.23,274810567.93,0.00,87339.05,15692244.64,16003161.54,1349951.26,0.00,0.00,0.00,73977187.88,0.00,0.00,0.00
2005-07-01,0.00,-61.71,4738.19,10614.26,0.00,0.33,337.22,646.71,46.01,0.00,0.00,0.00,1372.84,0.00,0.00,0.00,0.00,0.00,6069800.51,9726519.76,0.00,438.98,203621.87,322378.91,25493.03,0.00,0.00,923.95,42.97,0.00,2771020.68,126670744.80,585132370.90,0.00,22718.29,15672104.65,32843009.19,1696944.67,0.00,0.00,0.00,104956483.20,0.00,0.00,0.00
2005-08-01,0.00,-49.97,4717.50,10543.88,0.00,1.27,299.18,632.06,56.90,0.00,0.00,0.00,1376.08,0.00,0.00,0.00,0.00,0.00,6068535.78,9665960.27,0.00,1458.44,179574.79,320060.34,34045.67,0.00,0.00,925.63,32.39,0.00,1599513.92,120873591.27,361596570.85,0.00,49326.01,12032617.06,19890375.09,2269890.17,0.00,0.00,0.00,82764196.32,0.00,0.00,0.00
2005-09-01,0.00,-26.58,4431.86,9313.09,0.00,0.33,317.48,588.46,49.96,0.00,0.00,0.00,1381.97,0.00,0.00,0.00,0.00,0.00,5660625.58,8537633.96,0.00,392.61,191713.43,293232.22,29203.33,0.00,0.00,916.31,36.17,0.00,1358025.80,147165679.48,371396512.19,0.00,15727.59,13639817.98,18537808.36,2216463.90,0.00,0.00,0.00,71319698.62,0.00,0.00,0.00
2005-10-01,0.00,-14.89,4497.08,9355.33,0.00,0.36,299.60,598.79,40.62,0.00,0.00,0.00,1320.95,0.00,0.00,0.00,0.00,0.00,5694477.00,8598956.45,0.00,448.72,182949.00,304889.53,22121.47,0.00,0.00,919.62,35.59,0.00,255014.88,104737625.36,420970243.59,0.00,192582.99,13105023.79,21444945.31,2037810.93,0.00,0.00,0.00,84801288.73,0.00,0.00,0.00
2005-11-01,0.00,-51.14,4403.11,9437.76,0.00,0.64,301.76,604.11,46.63,0.00,0.00,0.00,1207.30,0.00,0.00,0.00,0.00,0.00,5626672.53,8682247.19,0.00,695.77,189933.37,312624.29,27310.19,0.00,0.00,930.37,23.96,0.00,974525.63,107735600.37,201480469.45,0.00,169143.25,17507098.14,17470693.72,2343398.92,0.00,0.00,0.00,57235688.44,0.00,0.00,0.00
2005-12-01,0.00,-45.65,4889.90,9973.76,0.00,9.61,255.05,544.92,55.18,0.00,0.00,0.00,1315.80,0.00,0.00,0.00,0.00,0.00,6226171.26,9165182.81,0.00,10095.85,153120.63,286705.27,32145.26,0.00,0.00,933.81,35.35,0.00,825264.85,187398947.76,374786855.21,0.00,931999.47,24679390.27,21248112.32,8926937.76,0.00,0.00,0.00,97535941.53,0.00,0.00,0.00
2006-01-01,0.00,-75.97,4792.52,10408.22,0.00,4.76,375.45,579.09,97.90,0.00,0.00,0.00,1324.84,0.00,0.00,0.00,0.00,0.00,6120852.92,9546904.70,0.00,5062.50,225922.02,299314.96,61944.99,0.00,0.00,928.78,35.86,0.00,1494315.04,275686429.60,301199424.83,0.00,1255485.27,54025618.25,28450345.21,22840647.21,0.00,0.00,0.00,63496982.84,0.00,0.00,0.00
2006-02-01,0.00,-38.53,4390.30,9489.56,0.00,6.56,197.48,574.20,82.56,0.00,0.00,0.00,1218.96,0.00,0.00,0.00,0.00,0.00,5605507.02,8746579.22,0.00,6851.80,118124.18,295639.13,50011.10,0.00,0.00,931.01,52.23,0.00,687541.17,250773687.88,640885392.55,0.00,4656776.51,15310149.10,34359128.20,15037061.48,0.00,0.00,0.00,120535326.26,0.00,0.00,0.00
2006-03-01,0.00,-24.27,4877.48,10176.24,0.00,0.35,242.65,611.10,65.15,0.00,0.00,0.00,1169.74,0.00,0.00,0.00,0.00,0.00,6214213.30,9359574.09,0.00,359.63,139884.03,308545.58,38128.30,0.00,0.00,938.21,23.97,0.00,460745.09,121559558.87,252032557.46,0.00,49889.07,8839271.20,18187834.80,2477100.71,0.00,0.00,0.00,36732675.99,0.00,0.00,0.00
2006-04-01,0.00,-5.59,4360.37,9564.04,0.00,0.40,226.93,428.95,36.62,0.00,0.00,0.00,1196.74,0.00,0.00,0.00,0.00,0.00,5568736.38,8763389.48,0.00,413.26,129782.97,236202.99,20082.34,0.00,0.00,931.06,22.74,0.00,81287.99,100740847.38,222459836.03,0.00,27221.84,6863325.25,11232500.47,1177984.56,0.00,0.00,0.00,34939687.56,0.00,0.00,0.00
2006-05-01,0.00,-3.49,4709.83,10318.69,0.00,0.39,359.67,629.85,64.16,0.00,0.00,0.00,1425.41,0.00,0.00,0.00,0.00,0.00,6026332.46,9462044.30,0.00,421.55,205242.38,318676.05,37525.50,0.00,0.00,916.92,28.17,0.00,67863.07,139042387.01,270485660.25,0.00,91642.26,17017344.06,20302442.46,4308611.82,0.00,0.00,0.00,63757816.66,0.00,0.00,0.00
2006-06-01,0.00,-45.88,4693.63,10731.42,0.00,0.03,376.28,727.67,58.76,0.00,0.00,0.00,1510.86,0.00,0.00,0.00,0.00,0.00,5962070.03,9870361.06,0.00,112.32,213740.58,358439.15,34363.24,0.00,0.00,910.61,30.27,0.00,1094748.98,156973742.23,307504137.44,0.00,4586.43,16351200.12,23599416.41,2512155.82,0.00,0.00,0.00,62196050.84,0.00,0.00,0.00
2006-07-01,0.00,-62.48,4918.45,10848.65,0.00,0.52,235.17,725.24,92.88,0.00,0.00,0.00,1550.59,0.00,0.00,0.00,0.00,0.00,6270646.22,9974217.72,0.00,662.39,136787.30,362097.10,55106.09,0.00,0.00,917.55,41.09,0.00,1458250.16,209229663.79,412642080.18,0.00,156599.28,17790477.75,30592402.84,9335866.58,0.00,0.00,0.00,104943350.78,0.00,0.00,0.00
2006-08-01,0.00,-70.99,4793.57,10676.59,0.00,0.37,336.66,778.88,80.40,0.00,0.00,0.00,1272.85,0.00,0.00,0.00,0.00,0.00,6150012.80,9832700.52,0.00,424.28,201891.49,382696.25,45612.47,0.00,0.00,929.76,27.95,0.00,1550160.46,148966117.14,277782016.04,0.00,48493.72,14089297.15,26090054.35,3450010.53,0.00,0.00,0.00,43810045.03,0.00,0.00,0.00
2006-09-01,0.00,-35.95,4429.42,9772.34,0.00,1.55,264.26,772.59,124.33,0.00,0.00,0.00,1078.39,0.00,0.00,0.00,0.00,0.00,5659139.86,8957583.39,0.00,1645.45,159789.91,373102.59,73751.27,0.00,0.00,927.96,25.91,0.00,868639.29,128785728.11,235107932.00,0.00,50931.59,10254813.19,20967639.03,3893047.37,0.00,0.00,0.00,40122518.91,0.00,0.00,0.00
2006-10-01,0.00,-44.58,4544.39,9951.00,0.00,0.07,326.95,796.28,130.35,0.00,0.00,0.00,956.17,0.00,0.00,0.00,0.00,0.00,5835160.95,9122941.61,0.00,59.74,199560.40,377469.52,75676.01,0.00,0.00,936.99,26.41,0.00,1002615.35,139012708.45,249853239.63,0.00,2896.26,11881008.33,22296443.01,3739997.51,0.00,0.00,0.00,34452929.41,0.00,0.00,0.00
2006-11-01,0.00,-73.74,4550.70,9930.72,0.00,1.42,336.24,700.31,174.24,0.00,0.00,0.00,941.81,0.00,0.00,0.00,0.00,0.00,5827035.06,9101806.68,0.00,1481.67,198064.75,333450.56,108994.27,0.00,0.00,940.17,30.17,0.00,1352897.89,151337287.26,306829857.82,0.00,166115.46,15414367.07,23144812.20,8695568.14,0.00,0.00,0.00,41221712.97,0.00,0.00,0.00
2006-12-01,0.00,-114.74,4995.04,9935.06,0.00,1.00,289.85,674.30,147.85,0.00,0.00,0.00,778.21,0.00,0.00,0.00,0.00,0.00,6387109.59,9116569.07,0.00,1063.08,176462.16,324883.77,90834.93,0.00,0.00,963.51,21.75,0.00,2137300.36,115683147.03,219140515.62,0.00,45057.45,10481512.19,17263638.68,4640444.98,0.00,0.00,0.00,24479610.76,0.00,0.00,0.00
2007-01-01,0.00,-146.10,4732.42,10476.66,0.00,17.10,340.00,821.48,384.50,0.00,0.00,0.00,1010.93,0.00,0.00,0.00,0.00,0.00,6055756.30,9650955.47,0.00,17980.32,206269.18,393883.33,271162.99,0.00,0.00,940.98,59.73,0.00,4089904.25,413899500.09,610869232.64,0.00,5908159.76,35763516.14,60185235.18,77001757.67,0.00,0.00,0.00,96253239.48,0.00,0.00,0.00
2007-02-01,0.00,-169.34,4497.82,9537.33,0.00,3.71,313.03,782.42,446.04,0.00,0.00,0.00,992.57,0.00,0.00,0.00,0.00,0.00,5765068.60,8782327.65,0.00,3914.40,185566.99,373748.07,323366.81,0.00,0.00,940.89,45.51,0.00,5210767.84,242258829.38,460858751.01,0.00,428531.36,22618353.36,42308295.94,33336513.16,0.00,0.00,0.00,71408372.33,0.00,0.00,0.00
2007-03-01,0.00,-178.97,4803.03,10322.09,0.00,7.27,388.80,858.18,376.19,0.00,0.00,0.00,1026.20,0.00,0.00,0.00,0.00,0.00,6129949.66,9474989.41,0.00,7635.61,228683.49,412015.88,262262.49,0.00,0.00,938.23,49.66,0.00,6178063.26,273377747.37,552754043.73,0.00,443209.92,23045077.85,46056289.69,30520052.30,0.00,0.00,0.00,72084658.36,0.00,0.00,0.00
2007-04-01,0.00,-158.02,4320.43,8943.19,0.00,0.32,691.09,495.31,453.88,0.00,0.00,0.00,1083.55,0.00,0.00,0.00,0.00,0.00,5569630.22,8239613.78,0.00,330.26,394102.56,256445.76,314374.85,0.00,0.00,933.34,70.60,0.00,7549164.73,277412753.67,744238003.52,0.00,29268.67,47810163.92,43018270.67,43334953.86,0.00,0.00,0.00,88557948.77,0.00,0.00,0.00
2007-05-01,0.00,-171.05,4327.82,9801.26,0.00,0.77,669.73,800.14,394.44,0.00,0.00,0.00,1125.59,0.01,0.00,0.00,0.00,0.00,5537460.68,9033647.20,0.00,849.68,393014.35,384362.98,271329.79,0.00,0.00,921.64,55.57,0.00,6450349.86,251462309.37,582869352.04,0.00,52082.88,40065085.97,47349624.01,25912864.55,0.00,0.00,0.00,72885519.70,701.08,0.00,0.00
